Gene_symbol	Gene_Ensembl_ID	Dataset	Disease	x_labels	mean	median	sd	plot_api	MONDO	RMTL	EFO
GPC2	ENSG00000213420	PBTA	Atypical Teratoid Rhabdoid Tumor	Thyroid (N = 653)	1.07	0.95	0.6		MONDO_0020560	Relevant Molecular Target (RMTL version 1.0)	EFO_1002008
GPC2	ENSG00000213420	PBTA	Atypical Teratoid Rhabdoid Tumor	Uterus (N = 142)	6.07	4.65	4.41		MONDO_0020560	Relevant Molecular Target (RMTL version 1.0)	EFO_1002008
GPC2	ENSG00000213420	PBTA	Atypical Teratoid Rhabdoid Tumor	Vagina (N = 156)	3.16	2.98	1.37		MONDO_0020560	Relevant Molecular Target (RMTL version 1.0)	EFO_1002008
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Diffuse intrinsic pontine glioma (N = 10)	3.8	3.68	1.87		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Adrenal Gland (N = 258)	0.72	0.63	0.36		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Artery - Aorta (N = 432)	1.45	1.3	0.74		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Artery - Coronary (N = 240)	1.37	1.14	0.95		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Artery - Tibial (N = 663)	0.75	0.61	0.59		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Bladder (N = 21)	1.98	1.85	1.25		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Blood (N = 755)	1.04	0.8	1.81		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Amygdala (N = 152)	2.29	2.22	0.86		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Cerebellum (N = 456)	3.2	2.78	1.91		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Cortex (N = 255)	1.63	1.53	0.57		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Hippocampus (N = 197)	2.21	2.09	1		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Cervix - Endocervix (N = 10)	5.14	3.64	4.09		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Colon - Sigmoid (N = 373)	1.67	1.55	0.83		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Colon - Transverse (N = 406)	2.02	1.92	0.87		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Fallopian Tube (N = 9)	3.32	2.8	1.75		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Kidney - Cortex (N = 85)	0.66	0.48	0.75		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Liver (N = 226)	0.17	0.12	0.2		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Lung (N = 578)	1.52	1.31	1.01		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Minor Salivary Gland (N = 162)	2.06	1.84	1.2		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Muscle - Skeletal (N = 803)	0.45	0.34	0.4		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Nerve - Tibial (N = 619)	3	2.89	1.11		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Ovary (N = 180)	5.42	4.51	3.52		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Pancreas (N = 328)	0.33	0.26	0.32		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Pituitary (N = 283)	2.24	2.04	1.12		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Prostate (N = 245)	2.24	2.08	1.05		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Spleen (N = 241)	3.1	2.8	1.43		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Stomach (N = 359)	0.76	0.65	0.46		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Testis (N = 361)	32.59	32.61	10.03		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Thyroid (N = 653)	1.07	0.95	0.6		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Uterus (N = 142)	6.07	4.65	4.41		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Diffuse intrinsic pontine glioma	Vagina (N = 156)	3.16	2.98	1.37		MONDO_0006033	Relevant Molecular Target (RMTL version 1.0)	EFO_1000026
GPC2	ENSG00000213420	PBTA	Schwannoma	Schwannoma (N = 19)	0.59	0.57	0.2		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Adrenal Gland (N = 258)	0.72	0.63	0.36		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Artery - Aorta (N = 432)	1.45	1.3	0.74		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Artery - Coronary (N = 240)	1.37	1.14	0.95		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Artery - Tibial (N = 663)	0.75	0.61	0.59		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Bladder (N = 21)	1.98	1.85	1.25		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Blood (N = 755)	1.04	0.8	1.81		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Amygdala (N = 152)	2.29	2.22	0.86		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Cerebellum (N = 456)	3.2	2.78	1.91		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Cortex (N = 255)	1.63	1.53	0.57		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Hippocampus (N = 197)	2.21	2.09	1		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Cervix - Endocervix (N = 10)	5.14	3.64	4.09		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Colon - Sigmoid (N = 373)	1.67	1.55	0.83		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Colon - Transverse (N = 406)	2.02	1.92	0.87		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Fallopian Tube (N = 9)	3.32	2.8	1.75		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Kidney - Cortex (N = 85)	0.66	0.48	0.75		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Liver (N = 226)	0.17	0.12	0.2		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Lung (N = 578)	1.52	1.31	1.01		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Minor Salivary Gland (N = 162)	2.06	1.84	1.2		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Muscle - Skeletal (N = 803)	0.45	0.34	0.4		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Nerve - Tibial (N = 619)	3	2.89	1.11		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Ovary (N = 180)	5.42	4.51	3.52		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Pancreas (N = 328)	0.33	0.26	0.32		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Pituitary (N = 283)	2.24	2.04	1.12		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Prostate (N = 245)	2.24	2.08	1.05		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Spleen (N = 241)	3.1	2.8	1.43		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Stomach (N = 359)	0.76	0.65	0.46		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Testis (N = 361)	32.59	32.61	10.03		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Thyroid (N = 653)	1.07	0.95	0.6		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Uterus (N = 142)	6.07	4.65	4.41		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Schwannoma	Vagina (N = 156)	3.16	2.98	1.37		MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Dysembryoplastic neuroepithelial tumor (N = 24)	4.51	4.32	3.28		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Adrenal Gland (N = 258)	0.72	0.63	0.36		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Artery - Aorta (N = 432)	1.45	1.3	0.74		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Artery - Coronary (N = 240)	1.37	1.14	0.95		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Artery - Tibial (N = 663)	0.75	0.61	0.59		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Bladder (N = 21)	1.98	1.85	1.25		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Blood (N = 755)	1.04	0.8	1.81		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Amygdala (N = 152)	2.29	2.22	0.86		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Cerebellum (N = 456)	3.2	2.78	1.91		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Cortex (N = 255)	1.63	1.53	0.57		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Hippocampus (N = 197)	2.21	2.09	1		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
GPC2	ENSG00000213420	PBTA	Dysembryoplastic neuroepithelial tumor	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91		MONDO_0005505	Relevant Molecular Target (RMTL version 1.0)	EFO_0005551
