gene	ENSG_id	cohort	cancer_group	x_labels	mean	median	sd	efo_code	mondo_code	uberon_code	plot_api
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Meningioma (N = 29)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Sarcoma (N = 6)	1.49	0.76	1.9	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Sarcoma (N = 6)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Atypical Teratoid Rhabdoid Tumor (N = 30)	3.9	1.8	4.19	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Atypical Teratoid Rhabdoid Tumor (N = 30)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Diffuse intrinsic pontine glioma (N = 10)	3.8	3.68	1.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Diffuse intrinsic pontine glioma (N = 10)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Schwannoma (N = 19)	Schwannoma (N = 19)	0.59	0.57	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Schwannoma (N = 19)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
