Gene_Symbol	Disease	Dataset	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
QKI	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
YAP1	Ependymoma	PBTA	3/86	3.49%	3/69	4.35%	0/19	0.00%
YAP1	Ependymoma	PBTA	3/86	3.49%	3/69	4.35%	0/19	0.00%
ABCC9	Ependymoma	PBTA	3/86	3.49%	3/69	4.35%	0/19	0.00%
RCN1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
UNC79	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	0/19	0.00%
CNTN4	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
ATM	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
QKI	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
QKI	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
NUMA1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
TRHDE	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
CLU	Ependymoma	PBTA	4/86	4.65%	4/69	5.80%	0/19	0.00%
OPCML	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
RCN1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
VPS13C	Ependymoma	PBTA	3/86	3.49%	2/69	2.90%	1/19	5.26%
FYN	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
NAA40	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
TAAR8	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AL450345.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
ABTB2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
DDR2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
IRX1	Ependymoma	PBTA	4/86	4.65%	3/69	4.35%	1/19	5.26%
NUP214	Ependymoma	PBTA	2/86	2.33%	1/69	1.45%	1/19	5.26%
AL807742.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AL807742.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
ZKSCAN7	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AC131935.2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
CKS2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
TAAR7P	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AL450345.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
ZNF334	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
Y_RNA	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
RN7SL309P	Ependymoma	PBTA	5/86	5.81%	2/69	2.90%	3/19	15.79%
FAT3	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
AP003100.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
MAP4K3	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AP001360.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AP001360.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
ZNF334	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
AC093865.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
RN7SL309P	Ependymoma	PBTA	5/86	5.81%	2/69	2.90%	3/19	15.79%
RN7SL309P	Ependymoma	PBTA	5/86	5.81%	2/69	2.90%	3/19	15.79%
AP003038.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
Y_RNA	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AP003028.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
RN7SL309P	Ependymoma	PBTA	5/86	5.81%	2/69	2.90%	3/19	15.79%
AP000769.3	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
MALAT1	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
AL391869.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
LINC02413	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
MDS2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AL807740.1	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
Z82209.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
U6	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
TRIM29	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
PTGDR	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
AC002524.1	Ependymoma	PBTA	2/86	2.33%	2/69	2.90%	0/19	0.00%
RN7SL309P	Ependymoma	PBTA	5/86	5.81%	2/69	2.90%	3/19	15.79%
KBTBD8	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
NCOA1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
STIP1	Ependymoma	PBTA	1/86	1.16%	0/69	0.00%	1/19	5.26%
RNU6-246P	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
FAM69B	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
GLRA2	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
FAM46A	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
CRNDE	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
SNAPC3	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
AP001790.1	Ependymoma	PBTA	1/86	1.16%	1/69	1.45%	0/19	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
FOS	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
OSBPL3	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
OSBPL3	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
LMO7	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
FOS	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
LMO7	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
DHODH	Ewing sarcoma	PBTA	1/8	12.50%	0/7	0.00%	0/1	0.00%
OSBPL3	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
CDC42BPB	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
ALDH7A1	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
CD83	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
FOS	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
CDC42BPB	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
FLI1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
FLI1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
AL022396.1	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
UCHL3	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
FOS	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
FOS	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
ZNF708	Ewing sarcoma	PBTA	1/8	12.50%	0/7	0.00%	0/1	0.00%
CDC42BPB	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
SMARCC1	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
EWSR1	Ewing sarcoma	PBTA	6/8	75.00%	5/7	71.43%	0/1	0.00%
ERRFI1	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
SETBP1	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
CD83	Ewing sarcoma	PBTA	1/8	12.50%	1/7	14.29%	0/1	0.00%
UVRAG	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LCOR	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SLC12A7	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
EVC	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
MYO9A	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SLC12A7	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TAF1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TAF1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SLC12A7	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SLC12A7	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LMTK2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CLTCL1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LMTK2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LMTK2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ADIPOR2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CLTCL1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
STK32B	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
OBSCN	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
PHKA1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TAF1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TEX11	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
UVRAG	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ZBTB16	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ZBTB16	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
AKAP3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
STK32B	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
STK32B	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ARHGAP26	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ZBTB16	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
TAF1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
MEG8	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
CDC42BPA	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
AC245060.2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
UVRAG	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ERC1	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LCOR	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
OBSCN	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
LMTK2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
RPL7P33	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
AL590762.3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
NONO	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
UVRAG	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
ARHGAP26	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
AC245060.4	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
SNAPC3	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
AL590762.2	Germinoma	PBTA	1/4	25.00%	1/4	25.00%	0/0	
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
AL445673.1	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
WRN	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
GOPC	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
RELA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
MKRN7P	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
WRN	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
GTF2I	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
GTF2I	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
GTF2I	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
RELA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
MYT1L	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
MYT1L	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
AL031686.1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
MYT1L	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
SASH1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
RELA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
MYT1L	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRKCA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRKCA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
SLC44A1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
ASXL2	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
ATF2	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
DNMT3A	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
MYT1L	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRKCB	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRKCB	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRKCB	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
WRN	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
ASXL2	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
C11orf95	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
KIAA1549	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
NRCAM	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
GTF2I	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
HOXA3	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
GOPC	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
RELA	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
CLU	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
PRRX1	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
WRN	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
AL139099.5	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
RN7SL1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	1/5	20.00%	0/2	0.00%
ROS1	Glial-neuronal tumor NOS	PBTA	1/7	14.29%	0/5	0.00%	1/2	50.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
BRAF	Glial-neuronal tumor NOS	PBTA	2/7	28.57%	2/5	40.00%	0/2	0.00%
