symbol	geneID	prevSymbols	synonyms	name	organism
NAT1	9	AAC1		N-ACETYLTRANSFERASE 1	human
SLC16A3	9123		MCT3,MCT4	SOLUTE CARRIER FAMILY 16 MEMBER 3	human
SMARCA4	6597	SNF2L4	HSNF2B,BRG1,BAF190,SNF2,SWI2,SNF2-BETA,SNF2LB,FLJ39786	SWI/SNF RELATED, MATRIX ASSOCIATED, ACTIN DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, MEMBER 4	human
CORO1A	11151		HCORO1,P57,CORONIN-1	CORONIN 1A	human
RRP9	9136	RNU3IP2	U3-55K	RIBOSOMAL RNA PROCESSING 9, SMALL SUBUNIT (SSU) PROCESSOME COMPONENT, HOMOLOG (YEAST)	human
PTTG1IP	754	C21ORF3,C21ORF1	PBF	PITUITARY TUMOR-TRANSFORMING 1 INTERACTING PROTEIN	human
FLT1	2321	FLT	VEGFR1	FMS RELATED TYROSINE KINASE 1	human
RTN4	57142		NSP-CL,KIAA0886,NOGO,ASY	RETICULON 4	human
KTN1	3895		KIAA0004,CG1,KNT	KINECTIN 1	human
CASP9	842		MCH6,ICE-LAP6,APAF-3,PPP1R56	CASPASE 9	human
SNAI2	6591	SLUG	SLUGH1,SNAIL2,SLUGH	SNAIL FAMILY TRANSCRIPTIONAL REPRESSOR 2	human
MAP3K1	4214	MEKK1	MEKK,MAPKKK1	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 1	human
IL1B	3553		IL1F2,IL-1B,IL1-BETA	INTERLEUKIN 1 BETA	human
COX19	90639		MGC104475	COX19, CYTOCHROME C OXIDASE ASSEMBLY FACTOR	human
CAPG	822	AFCP	MCP	CAPPING ACTIN PROTEIN, GELSOLIN LIKE	human
GLI3	2737	GCPS,PHS	PAP-A,PAPA,PAPA1,PAPB,ACLS,PPDIV	GLI FAMILY ZINC FINGER 3	human
GLB1	2720	ELNR1	EBP	GALACTOSIDASE BETA 1	human
PECAM1	5175		CD31	PLATELET AND ENDOTHELIAL CELL ADHESION MOLECULE 1	human
CDC25B	994			CELL DIVISION CYCLE 25B	human
CCDC6	8030	TST1,D10S170	PTC,TPC,H4	COILED-COIL DOMAIN CONTAINING 6	human
ESRRG	2104		NR3B3	ESTROGEN RELATED RECEPTOR GAMMA	human
KIAA1147	57189		LCHN	KIAA1147	human
MUC17	140453			MUCIN 17, CELL SURFACE ASSOCIATED	human
IL6ST	3572		GP130,CD130	INTERLEUKIN 6 SIGNAL TRANSDUCER	human
CBFA2T3	863		MTGR2,ZMYND4,MTG16,RUNX1T3,ETO2	CBFA2/RUNX1 TRANSLOCATION PARTNER 3	human
MAP3K6	9064		MAPKKK6,ASK2,MEKK6	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 6	human
GFI1	2672	ZNF163	GFI1A,GFI-1	GROWTH FACTOR INDEPENDENT 1 TRANSCRIPTIONAL REPRESSOR	human
AIFM1	9131	PDCD8,NAMSD	AIF,CMTX4	APOPTOSIS INDUCING FACTOR MITOCHONDRIA ASSOCIATED 1	human
TACC3	10460		ERIC1	TRANSFORMING ACIDIC COILED-COIL CONTAINING PROTEIN 3	human
PROS1	5627	PROS		PROTEIN S (ALPHA)	human
CDKN2A	1029	CDKN2,MLM	CDK4I,P16,INK4A,MTS1,CMM2,ARF,P19,P14,INK4,P16INK4A,P19ARF,P14ARF	CYCLIN DEPENDENT KINASE INHIBITOR 2A	human
TNFRSF8	943	CD30,D1S166E	KI-1	TNF RECEPTOR SUPERFAMILY MEMBER 8	human
PHF20	51230	C20ORF104	DJ1121G12.1,TDRD20A	PHD FINGER PROTEIN 20	human
PSAP	5660	SAP1,GLBA		PROSAPOSIN	human
EGFL6	25975	MAEG		EGF LIKE DOMAIN MULTIPLE 6	human
SLC38A1	81539		ATA1,NAT2,SAT1	SOLUTE CARRIER FAMILY 38 MEMBER 1	human
PUS10	150962	CCDC139	FLJ32312	PSEUDOURIDYLATE SYNTHASE 10	human
BRD2	6046	BRD2-IT1	KIAA9001,RING3,D6S113E,NAT,FSRG1	BROMODOMAIN CONTAINING 2	human
TFAP2A	7020	TFAP2,AP2TF	AP-2	TRANSCRIPTION FACTOR AP-2 ALPHA	human
ZC3H8	84524	ZC3HDC8	FLIZ1	ZINC FINGER CCCH-TYPE CONTAINING 8	human
TRIO	7204		ARHGEF23	TRIO RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR	human
MIXL1	83881		MILD1,MIXL	MIX PAIRED-LIKE HOMEOBOX	human
NSD1	64324	STO	ARA267,FLJ22263,KMT3B	NUCLEAR RECEPTOR BINDING SET DOMAIN PROTEIN 1	human
ELF4	2000		MEF,ELFR	E74 LIKE ETS TRANSCRIPTION FACTOR 4	human
ANKRD44	91526		PP6-ARS-B	ANKYRIN REPEAT DOMAIN 44	human
EIF1B	10289		GC20	EUKARYOTIC TRANSLATION INITIATION FACTOR 1B	human
MAD2L1	4085		MAD2,HSMAD2	MAD2 MITOTIC ARREST DEFICIENT-LIKE 1 (YEAST)	human
RAB8A	4218	MEL	RAB8	RAB8A, MEMBER RAS ONCOGENE FAMILY	human
HTRA1	5654	PRSS11	HTRA,IGFBP5-PROTEASE,ARMD7	HTRA SERINE PEPTIDASE 1	human
INHBE	83729		ACTIVIN,MGC4638	INHIBIN BETA E SUBUNIT	human
ADD3	120	ADDL		ADDUCIN 3	human
CEBPB	1051	TCF5	LAP,CRP2,NFIL6,IL6DBP,C/EBP-BETA	CCAAT/ENHANCER BINDING PROTEIN BETA	human
ITGB4	3691		CD104	INTEGRIN SUBUNIT BETA 4	human
EIF3I	8668	EIF3S2	TRIP-1,EIF3-BETA,EIF3-P36,EIF3I	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I	human
NDRG2	57447		KIAA1248,SYLD	NDRG FAMILY MEMBER 2	human
AFF4	27125		AF5Q31,MCEF	AF4/FMR2 FAMILY MEMBER 4	human
VAMP8	8673		EDB	VESICLE ASSOCIATED MEMBRANE PROTEIN 8	human
CD79A	973	IGA	MB-1	CD79A MOLECULE	human
MEF2B	100271849		RSRFR2	MYOCYTE ENHANCER FACTOR 2B	human
EIF4G1	1981	EIF4G,EIF4F	P220,PARK18	EUKARYOTIC TRANSLATION INITIATION FACTOR 4 GAMMA 1	human
ARID4A	5926	RBBP1	RBP1,RBP-1	AT-RICH INTERACTION DOMAIN 4A	human
HTATIP2	10553		TIP30,CC3,FLJ26963,SDR44U1	HIV-1 TAT INTERACTIVE PROTEIN 2	human
MLLT1	4298		ENL,LTG19,YEATS1	MLLT1, SUPER ELONGATION COMPLEX SUBUNIT	human
RHOBTB1	9886		KIAA0740	RHO RELATED BTB DOMAIN CONTAINING 1	human
TOP2A	7153	TOP2		TOPOISOMERASE (DNA) II ALPHA	human
PTPRD	5789		PTPD,HPTP	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE D	human
UQCRC2	7385		QCR2,UQCR2	UBIQUINOL-CYTOCHROME C REDUCTASE CORE PROTEIN II	human
DOPEY2	9980	C21ORF5	KIAA0933	DOPEY FAMILY MEMBER 2	human
FGF1	2246	FGFA	AFGF,ECGF,ECGFA,ECGFB,HBGF1,ECGF-BETA,FGF-ALPHA,GLIO703	FIBROBLAST GROWTH FACTOR 1	human
GPR68	8111		OGR1	G PROTEIN-COUPLED RECEPTOR 68	human
ST6GALNAC1	55808	SIAT7A	ST6GALNACI	ST6 N-ACETYLGALACTOSAMINIDE ALPHA-2,6-SIALYLTRANSFERASE 1	human
HMGCR	3156			3-HYDROXY-3-METHYLGLUTARYL-COA REDUCTASE	human
ZBTB16	7704	ZNF145	PLZF	ZINC FINGER AND BTB DOMAIN CONTAINING 16	human
COTL1	23406		CLP	COACTOSIN LIKE F-ACTIN BINDING PROTEIN 1	human
BRD4	23476		HUNKI,MCAP,CAP,HUNK1	BROMODOMAIN CONTAINING 4	human
MMP2	4313	CLG4,CLG4A	TBE-1	MATRIX METALLOPEPTIDASE 2	human
CRB2	286204		FLJ38464,FLJ16786	CRUMBS 2, CELL POLARITY COMPLEX COMPONENT	human
TRG	6965	TCRG,TRG@		T-CELL RECEPTOR GAMMA LOCUS	human
ASTN2	23245		KIAA0634	ASTROTACTIN 2	human
KEAP1	9817		KIAA0132,MGC10630,MGC1114,MGC20887,MGC4407,MGC9454,INRF2,KLHL19	KELCH LIKE ECH ASSOCIATED PROTEIN 1	human
TIMP2	7077		CSC-21K	TIMP METALLOPEPTIDASE INHIBITOR 2	human
PYY	5697		PYY1	PEPTIDE YY	human
ERBB4	2066		ALS19,HER4	ERB-B2 RECEPTOR TYROSINE KINASE 4	human
USP24	23358		KIAA1057	UBIQUITIN SPECIFIC PEPTIDASE 24	human
SH3BP2	6452		RES4-23,CRBM	SH3 DOMAIN BINDING PROTEIN 2	human
GSK3B	2932			GLYCOGEN SYNTHASE KINASE 3 BETA	human
RHOH	399	ARHH	RHOH,TTF	RAS HOMOLOG FAMILY MEMBER H	human
RECQL5	9400		RECQ5,FLJ90603	RECQ LIKE HELICASE 5	human
NCOR1	9611		N-COR,HCIT529I10,TRAC1,HN-COR,KIAA1047,MGC104216,PPP1R109	NUCLEAR RECEPTOR COREPRESSOR 1	human
RUVBL1	8607		TIP49,NMP238,RVB1,TIP49A,PONTIN52,ECP54,TIH1,RVB1,INO80H	RUVB LIKE AAA ATPASE 1	human
LRRFIP1	9208		FLAP-1,FLIIAP1,TRIP,GCF-2,HUFI-1	LRR BINDING FLII INTERACTING PROTEIN 1	human
DKK1	22943		SK,DKK-1	DICKKOPF WNT SIGNALING PATHWAY INHIBITOR 1	human
SF3B1	23451		SAP155,SF3B155,PRPF10,PRP10,HSH155	SPLICING FACTOR 3B SUBUNIT 1	human
NOTCH4	4855	INT3		NOTCH 4	human
SSX2	6757	SSX	HOM-MEL-40,HD21,MGC3884,MGC15364,MGC119055,CT5.2A	SSX FAMILY MEMBER 2	human
FANCE	2178	FACE	FAE	FANCONI ANEMIA COMPLEMENTATION GROUP E	human
MAFB	9935	KRML		MAF BZIP TRANSCRIPTION FACTOR B	human
PAWR	5074		PAR-4,PAR4	PRO-APOPTOTIC WT1 REGULATOR	human
RAD51D	5892	RAD51L3	R51H3,TRAD,HSTRAD	RAD51 PARALOG D	human
MCC	4163			MUTATED IN COLORECTAL CANCERS	human
BAX	581		BCL2L4	BCL2 ASSOCIATED X, APOPTOSIS REGULATOR	human
CSF1R	1436	FMS	C-FMS,CSFR,CD115	COLONY STIMULATING FACTOR 1 RECEPTOR	human
LTA	4049	TNFB	TNFSF1,LT	LYMPHOTOXIN ALPHA	human
NEU3	10825			NEURAMINIDASE 3	human
XRCC6	2547	G22P1	D22S731,D22S671,KU70,ML8	X-RAY REPAIR CROSS COMPLEMENTING 6	human
ACAP1	9744	CENTB1	KIAA0050	ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 1	human
MET	4233		HGFR,RCCP2,DFNB97	MET PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE	human
SYDE1	85360		7H3,FLJ13511,SYD1	SYNAPSE DEFECTIVE RHO GTPASE HOMOLOG 1	human
GGTA1P	2681	GLYT2,GGTA,GGTA1		GLYCOPROTEIN, ALPHA-GALACTOSYLTRANSFERASE 1 PSEUDOGENE	human
TNR	7143			TENASCIN R	human
WNT3	7473	INT4	MGC131950,MGC138321,MGC138323	WNT FAMILY MEMBER 3	human
COL16A1	1307			COLLAGEN TYPE XVI ALPHA 1 CHAIN	human
TGFBR2	7048	MFS2		TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2	human
LOXL4	84171		FLJ21889,LOXC	LYSYL OXIDASE LIKE 4	human
PARVB	29780		CGI-56	PARVIN BETA	human
CXCL3	2921	GRO3	SCYB3,GROG,MIP-2B,CINC-2B	C-X-C MOTIF CHEMOKINE LIGAND 3	human
RASGRP1	10125		CALDAG-GEFII,RASGRP	RAS GUANYL RELEASING PROTEIN 1	human
CNNM4	26504	ACDP4	KIAA1592	CYCLIN AND CBS DOMAIN DIVALENT METAL CATION TRANSPORT MEDIATOR 4	human
MAS1	4142			MAS1 PROTO-ONCOGENE, G PROTEIN-COUPLED RECEPTOR	human
EGLN1	54583	C1ORF12	SM-20,PHD2,ZMYND6,HIFPH2	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 1	human
BOP1	23246		KIAA0124	BLOCK OF PROLIFERATION 1	human
HAPLN1	1404	CRTL1		HYALURONAN AND PROTEOGLYCAN LINK PROTEIN 1	human
ADAMTS1	9510		C3-C5,METH1,KIAA1346	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 1	human
JUNB	3726			JUNB PROTO-ONCOGENE, AP-1 TRANSCRIPTION FACTOR SUBUNIT	human
DIP2C	22982	KIAA0934		DISCO INTERACTING PROTEIN 2 HOMOLOG C	human
MANF	7873	ARMET	ARP	MESENCEPHALIC ASTROCYTE DERIVED NEUROTROPHIC FACTOR	human
E2F6	1876		E2F-6	E2F TRANSCRIPTION FACTOR 6	human
NCK1	4690	NCK	NCKALPHA	NCK ADAPTOR PROTEIN 1	human
IL2RB	3560	IL15RB	CD122	INTERLEUKIN 2 RECEPTOR SUBUNIT BETA	human
TSPAN1	10103		TSPAN-1,NET-1	TETRASPANIN 1	human
GDF15	9518		PLAB,MIC-1,PDF,MIC1,NAG-1,PTGFB	GROWTH DIFFERENTIATION FACTOR 15	human
CDKN1B	1027		KIP1,P27KIP1	CYCLIN DEPENDENT KINASE INHIBITOR 1B	human
PIK3CD	5293		P110D	PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA	human
DAPK1	1612		DAPK	DEATH ASSOCIATED PROTEIN KINASE 1	human
EPOR	2057			ERYTHROPOIETIN RECEPTOR	human
TFRC	7037		CD71,TFR1,P90	TRANSFERRIN RECEPTOR	human
DDIT3	1649		CHOP10,GADD153,CHOP	DNA DAMAGE INDUCIBLE TRANSCRIPT 3	human
ELK3	2004		ERP,NET,SAP2	ELK3, ETS TRANSCRIPTION FACTOR	human
CDK5	1020		PSSALRE	CYCLIN DEPENDENT KINASE 5	human
MITF	4286	WS2A,WS2	MI,BHLHE32	MELANOGENESIS ASSOCIATED TRANSCRIPTION FACTOR	human
MYC	4609		C-MYC,BHLHE39,MYCC	V-MYC AVIAN MYELOCYTOMATOSIS VIRAL ONCOGENE HOMOLOG	human
SRSF3	6428	SFRS3	SRP20	SERINE AND ARGININE RICH SPLICING FACTOR 3	human
SLC5A8	160728		AIT	SOLUTE CARRIER FAMILY 5 MEMBER 8	human
BCL3	602	D19S37,BCL4		B-CELL CLL/LYMPHOMA 3	human
CD274	29126	PDCD1LG1	B7-H,B7H1,PD-L1,PDL1,B7-H1	CD274 MOLECULE	human
LRBA	987	CDC4L	BGL,LAB300,LBA	LPS RESPONSIVE BEIGE-LIKE ANCHOR PROTEIN	human
YWHAE	7531		FLJ45465	TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN EPSILON	human
CCNH	902		P34,P37,CYCH	CYCLIN H	human
LMO1	4004	RBTN1	TTG1,RHOM1	LIM DOMAIN ONLY 1	human
LTBP3	4054	LTBP2		LATENT TRANSFORMING GROWTH FACTOR BETA BINDING PROTEIN 3	human
STIL	6491	SIL	MCPH7	SCL/TAL1 INTERRUPTING LOCUS	human
EPHA3	2042	ETK,ETK1,TYRO4	HEK,HEK4	EPH RECEPTOR A3	human
FAIM	55179		FLJ10582,FAIM1	FAS APOPTOTIC INHIBITORY MOLECULE	human
FOXL2	668	BPES	BPES1	FORKHEAD BOX L2	human
ZBTB48	3104	HKR3	ZNF855	ZINC FINGER AND BTB DOMAIN CONTAINING 48	human
IGL	3535	IGL@		IMMUNOGLOBULIN LAMBDA LOCUS	human
RCHY1	25898	ZNF363	CHIMP,DKFZP586C1620,PRO1996,RNF199,ARNIP,PIRH2,ZCHY	RING FINGER AND CHY ZINC FINGER DOMAIN CONTAINING 1	human
RBM15	64783		OTT,OTT1	RNA BINDING MOTIF PROTEIN 15	human
TRPV6	55503	ECAC2	CAT1	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 6	human
CYP19A1	1588	CYP19	ARO,P-450AROM,CPV1,ARO1,CYAR,AROMATASE	CYTOCHROME P450 FAMILY 19 SUBFAMILY A MEMBER 1	human
KCNQ5	56479		KV7.5	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5	human
WNT1	7471	INT1		WNT FAMILY MEMBER 1	human
RAC3	5881			RAS-RELATED C3 BOTULINUM TOXIN SUBSTRATE 3 (RHO FAMILY, SMALL GTP BINDING PROTEIN RAC3)	human
ABCA3	21	ABC3	ABC-C,EST111653,LBM180	ATP BINDING CASSETTE SUBFAMILY A MEMBER 3	human
LFNG	3955		SCDO3	LFNG O-FUCOSYLPEPTIDE 3-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE	human
CAGE1	285782	CTAG3	BA69L16.7,CT95	CANCER ANTIGEN 1	human
PRKAR1A	5573	PRKAR1,TSE1	CNC1	PROTEIN KINASE CAMP-DEPENDENT TYPE I REGULATORY SUBUNIT ALPHA	human
KAT6B	23522	MYST4	QUERKOPF,QKF,MORF,MOZ2,ZC2HC6B	LYSINE ACETYLTRANSFERASE 6B	human
RAF1	5894		RAF-1,C-RAF,CRAF	RAF-1 PROTO-ONCOGENE, SERINE/THREONINE KINASE	human
TRHR	7201			THYROTROPIN RELEASING HORMONE RECEPTOR	human
AURKA	6790	STK15,STK6	BTAK,AURA,STK7,ARK1,PPP1R47,AIK	AURORA KINASE A	human
PCM1	5108		PTC4	PERICENTRIOLAR MATERIAL 1	human
RHOB	388	ARH6,ARHB	RHOB,RHOH6,MST081	RAS HOMOLOG FAMILY MEMBER B	human
MIR17	406952	MIRN17	HSA-MIR-17	MICRORNA 17	human
MUTYH	4595		MYH	MUTY DNA GLYCOSYLASE	human
RANBP2	5903	ANE1	NUP358,ADANE	RAN BINDING PROTEIN 2	human
RHOBTB2	23221		KIAA0717,DBC2	RHO RELATED BTB DOMAIN CONTAINING 2	human
PER1	5187	PER	RIGUI	PERIOD CIRCADIAN CLOCK 1	human
MAPK12	6300	SAPK3	ERK6,PRKM12,P38GAMMA,SAPK-3	MITOGEN-ACTIVATED PROTEIN KINASE 12	human
FOSL2	2355		FRA2,FLJ23306	FOS LIKE 2, AP-1 TRANSCRIPTION FACTOR SUBUNIT	human
BNIP3	664		NIP3	BCL2 INTERACTING PROTEIN 3	human
FGFR4	2264		JTK2,CD334	FIBROBLAST GROWTH FACTOR RECEPTOR 4	human
RUNX3	864	CBFA3	AML2,PEBP2A3	RUNT RELATED TRANSCRIPTION FACTOR 3	human
EIF2AK2	5610	PRKR	PKR,EIF2AK1,PPP1R83	EUKARYOTIC TRANSLATION INITIATION FACTOR 2 ALPHA KINASE 2	human
CD79B	974	IGB	B29	CD79B MOLECULE	human
EPHB6	2051		HEP	EPH RECEPTOR B6	human
CDH11	1009		OB,CAD11	CADHERIN 11	human
BGN	633		DSPG1,SLRR1A	BIGLYCAN	human
BIRC6	57448		BRUCE	BACULOVIRAL IAP REPEAT CONTAINING 6	human
CCNC	892		CYCC	CYCLIN C	human
DIRC3	729582		FLJ14199	DISRUPTED IN RENAL CARCINOMA 3	human
PMEPA1	56937	TMEPAI	STAG1	PROSTATE TRANSMEMBRANE PROTEIN, ANDROGEN INDUCED 1	human
SLC9A2	6549	NHE2		SOLUTE CARRIER FAMILY 9 MEMBER A2	human
BCL2L11	10018		BOD,BIML,BIMEL,BIMS,BIM	BCL2 LIKE 11	human
ST5	6764		HTS1,DENND2B,P126	SUPPRESSION OF TUMORIGENICITY 5	human
RASGRF1	5923	GRF1	CDC25L,CDC25,GRF55,H-GRF55,GNRP,PP13187	RAS PROTEIN SPECIFIC GUANINE NUCLEOTIDE RELEASING FACTOR 1	human
POU5F1	5460	OTF3	OCT3,OCT4,MGC22487	POU CLASS 5 HOMEOBOX 1	human
PHB	5245		PHB1	PROHIBITIN	human
TFPT	29844		FB1,AMIDA,INO80F	TCF3 FUSION PARTNER	human
FNIP1	96459		KIAA1961	FOLLICULIN INTERACTING PROTEIN 1	human
EML4	27436	C2ORF2	ROPP120,ELP120	ECHINODERM MICROTUBULE ASSOCIATED PROTEIN LIKE 4	human
SCAMP4	113178		FLJ33847	SECRETORY CARRIER MEMBRANE PROTEIN 4	human
FGF3	2248	INT2	HBGF-3	FIBROBLAST GROWTH FACTOR 3	human
RGL1	23179		RGL	RAL GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR LIKE 1	human
CUL4B	8450			CULLIN 4B	human
KMT2D	8085	TNRC21,MLL2	ALR,MLL4,CAGL114	LYSINE METHYLTRANSFERASE 2D	human
RREB1	6239		HNT	RAS RESPONSIVE ELEMENT BINDING PROTEIN 1	human
SS18L1	26039		KIAA0693,CREST	SS18L1, NBAF CHROMATIN REMODELING COMPLEX SUBUNIT	human
ATF1	466		TREB36	ACTIVATING TRANSCRIPTION FACTOR 1	human
CRYAB	1410	CRYA2	HSPB5	CRYSTALLIN ALPHA B	human
SIK3	23387		FLJ12240,L19,KIAA0999,QSK	SIK FAMILY KINASE 3	human
PDCD1LG2	80380		PD-L2,BTDC,PDL2,BA574F11.2,CD273,B7-DC	PROGRAMMED CELL DEATH 1 LIGAND 2	human
GLI2	2736		THP2,HPE9,THP1	GLI FAMILY ZINC FINGER 2	human
CSTA	1475	STF1,STFA		CYSTATIN A	human
POU2AF1	5450		OBF1,BOB1	POU CLASS 2 ASSOCIATING FACTOR 1	human
HIST1H4I	8294	H4FM	H4/M	HISTONE CLUSTER 1 H4 FAMILY MEMBER I	human
CTSB	1508			CATHEPSIN B	human
XPC	7508		XPCC,RAD4	XPC COMPLEX SUBUNIT, DNA DAMAGE RECOGNITION AND REPAIR FACTOR	human
LMO2	4005	RBTNL1	TTG2,RHOM2,RBTN2	LIM DOMAIN ONLY 2	human
LGALS3	3958	LGALS2	MAC-2,GALIG	GALECTIN 3	human
MXD1	4084	MAD	MAD1,BHLHC58	MAX DIMERIZATION PROTEIN 1	human
PRPS1	5631	DFN2	CMTX5,DFNX1	PHOSPHORIBOSYL PYROPHOSPHATE SYNTHETASE 1	human
FSTL3	10272		FLRG,FSRP	FOLLISTATIN LIKE 3	human
ETV3	2117		PE-1	ETS VARIANT 3	human
RASA3	22821		GAP1IP4BP,GAPIII	RAS P21 PROTEIN ACTIVATOR 3	human
PTPRU	10076		PTPRO,HPTP-J,PCP-2,FMI,PTP	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE U	human
SBDS	51119		CGI-97,FLJ10917,SDS,SWDS	SBDS RIBOSOME ASSEMBLY GUANINE NUCLEOTIDE EXCHANGE FACTOR	human
MALT1	10892	MLT	PCASP1	MALT1 PARACASPASE	human
ALDH2	217			ALDEHYDE DEHYDROGENASE 2 FAMILY (MITOCHONDRIAL)	human
M1AP	130951	C2ORF65	D6MM5E,SPATA37	MEIOSIS 1 ASSOCIATED PROTEIN	human
MAP4	4134			MICROTUBULE ASSOCIATED PROTEIN 4	human
TXN	7295		TRX	THIOREDOXIN	human
BIRC3	330	API2	CIAP2,HIAP-1,MIHC,RNF49,MALT2,C-IAP2	BACULOVIRAL IAP REPEAT CONTAINING 3	human
MAD1L1	8379		HSMAD1,TXBP181,MAD1,PIG9,TP53I9	MAD1 MITOTIC ARREST DEFICIENT LIKE 1	human
TGFBR1	7046	MSSE,ESS1	ALK-5,ACVRLK4,ALK5	TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1	human
SERPINB4	6318	SCCA2	PI11,LEUPIN,SCCA-2,SCCA1	SERPIN FAMILY B MEMBER 4	human
DKC1	1736	DKC	XAP101,DYSKERIN,NAP57,NOLA4,CBF5	DYSKERIN PSEUDOURIDINE SYNTHASE 1	human
MPP1	4354	DXS552E	PEMP	MEMBRANE PALMITOYLATED PROTEIN 1	human
EP300	2033		P300,KAT3B	E1A BINDING PROTEIN P300	human
MSI2	124540			MUSASHI RNA BINDING PROTEIN 2	human
MIR125B2	406912	MIRN125B2	HSA-MIR-125B-2	MICRORNA 125B-2	human
RBX1	9978		ROC1,RNF75,BA554C12.1	RING-BOX 1	human
PHLPP2	23035	PHLPPL	KIAA0931,PPM3B	PH DOMAIN AND LEUCINE RICH REPEAT PROTEIN PHOSPHATASE 2	human
PDGFRB	5159	PDGFR	JTK12,CD140B,PDGFR1	PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA	human
GCNT3	9245		C2GNT-M,C2/4GNT,C2GNT2	GLUCOSAMINYL (N-ACETYL) TRANSFERASE 3, MUCIN TYPE	human
PLEKHB1	58473	PHRET1	PHR1,KPL1	PLECKSTRIN HOMOLOGY DOMAIN CONTAINING B1	human
SOX5	6660		L-SOX5,MGC35153	SRY-BOX 5	human
CITED4	163732			CBP/P300 INTERACTING TRANSACTIVATOR WITH GLU/ASP RICH CARBOXY-TERMINAL DOMAIN 4	human
HOXC13	3229	HOX3,HOX3G		HOMEOBOX C13	human
BCOR	54880		FLJ20285,KIAA1575	BCL6 COREPRESSOR	human
MEF2D	4209			MYOCYTE ENHANCER FACTOR 2D	human
HOOK3	84376		HK3	HOOK MICROTUBULE TETHERING PROTEIN 3	human
ERGIC3	51614	SDBCAG84,C20ORF47	CGI-54,PRO0989,NY-BR-84,ERV46	ERGIC AND GOLGI 3	human
SMG6	23293	C17ORF31	KIAA0732,SMG-6,EST1A	SMG6, NONSENSE MEDIATED MRNA DECAY FACTOR	human
CTNND2	1501		NPRAP,GT24	CATENIN DELTA 2	human
SOX3	6658	PHP		SRY-BOX 3	human
RANBP17	64901			RAN BINDING PROTEIN 17	human
RAP1GAP	5909	RAP1GA1	KIAA0474,RAP1GAP1,RAP1GAPII	RAP1 GTPASE ACTIVATING PROTEIN	human
ELN	2006		WBS,WS,SVAS	ELASTIN	human
SMO	6608	SMOH	FZD11	SMOOTHENED, FRIZZLED CLASS RECEPTOR	human
ATF4	468	TXREB	TAXREB67,CREB-2	ACTIVATING TRANSCRIPTION FACTOR 4	human
XPA	7507		XPAC,XP1	XPA, DNA DAMAGE RECOGNITION AND REPAIR FACTOR	human
P2RY8	286530		P2Y8	PURINERGIC RECEPTOR P2Y8	human
RNASE10	338879		RNASE9,RAH1	RIBONUCLEASE A FAMILY MEMBER 10 (INACTIVE)	human
CST6	1474			CYSTATIN E/M	human
BTBD19	149478			BTB DOMAIN CONTAINING 19	human
TIMP1	7076	TIMP,CLGI	EPO	TIMP METALLOPEPTIDASE INHIBITOR 1	human
CRTC1	23373	MECT1	KIAA0616,FLJ14027,TORC1	CREB REGULATED TRANSCRIPTION COACTIVATOR 1	human
TIMP3	7078	SFD		TIMP METALLOPEPTIDASE INHIBITOR 3	human
MAP2K5	5607	PRKMK5	MEK5,MAPKK5,HST17454	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5	human
FGF2	2247	FGFB		FIBROBLAST GROWTH FACTOR 2	human
ADAMTS15	170689			ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 15	human
WIF1	11197			WNT INHIBITORY FACTOR 1	human
PPP1R14B	26472	PLCB3N	SOM172,PNG,PHI-1	PROTEIN PHOSPHATASE 1 REGULATORY INHIBITOR SUBUNIT 14B	human
MIR142	406934	MIRN142	HSA-MIR-142	MICRORNA 142	human
HAS2	3037			HYALURONAN SYNTHASE 2	human
NOV	4856		IGFBP9,CCN3	NEPHROBLASTOMA OVEREXPRESSED	human
BRAF	673		BRAF1	B-RAF PROTO-ONCOGENE, SERINE/THREONINE KINASE	human
ADAM29	11086		SVPH1,CT73	ADAM METALLOPEPTIDASE DOMAIN 29	human
